name	id	type	tf	target	essential	developmental	human.ortholog	tumor.suppressor	proapoptotic	blood_cancer	breast_cancer	colorectal_cancer	gastric_cancer	liver_cancer	lung_cancer	nervous_system_cancer	pancreatic_cancer	prostate_cancer	sarcoma	skin_cancer
Stx6	ENSMUSG00000026470.14	protein_coding	F	F	F	F	STX6	F	F	T	F	F	F	F	F	F	F	F	F	F
BC034090	ENSMUSG00000033722.9	protein_coding	F	F	F	F	KIAA1614	F	F	F	F	F	F	F	F	F	F	F	F	F
Xpr1	ENSMUSG00000026469.14	protein_coding	F	F	F	F	XPR1	F	F	T	T	F	F	F	F	F	F	F	F	F
Acbd6	ENSMUSG00000033701.13	protein_coding	F	F	F	F	ACBD6	F	F	T	F	F	F	F	F	F	F	F	F	F
Lhx4	ENSMUSG00000026468.14	protein_coding	F	T	T	T	LHX4	T	F	F	F	F	F	F	F	F	F	F	F	F
Qsox1	ENSMUSG00000033684.14	protein_coding	F	F	F	F	QSOX1	F	F	F	F	F	F	F	F	F	F	F	F	F
Cep350	ENSMUSG00000033671.18	protein_coding	F	F	F	F	CEP350	F	F	T	F	F	T	F	F	F	F	F	F	F
Tor1aip1	ENSMUSG00000026466.16	protein_coding	F	F	T	F	TOR1AIP1	F	F	F	F	F	F	F	F	F	F	F	F	F
Tor1aip2	ENSMUSG00000050565.16	protein_coding	F	F	F	F	TOR1AIP2	F	F	F	F	T	F	F	F	F	F	F	F	F
Fam163a	ENSMUSG00000015484.3	protein_coding	F	F	F	F	FAM163A	F	F	F	F	F	F	F	F	F	F	F	F	F
Tdrd5	ENSMUSG00000060985.15	protein_coding	F	F	F	F	TDRD5	F	F	F	F	F	F	F	F	F	F	F	F	F
Nphs2	ENSMUSG00000026602.9	protein_coding	F	T	T	F	NPHS2	F	F	F	F	F	F	F	F	F	F	F	F	F
Axdnd1	ENSMUSG00000026601.14	protein_coding	F	F	F	F	AXDND1	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm2000	ENSMUSG00000078193.2	protein_coding	F	F	F	F	RPL35	F	F	F	F	F	F	F	F	F	F	F	F	F
Soat1	ENSMUSG00000026600.12	protein_coding	F	F	F	F	SOAT1	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm10031	ENSMUSG00000101523.1	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Abl2	ENSMUSG00000026596.13	protein_coding	F	T	F	F	ABL2	F	F	T	F	F	T	T	F	F	F	F	F	F
Tor3a	ENSMUSG00000060519.11	protein_coding	F	F	F	F	TOR3A	F	F	F	F	F	F	F	F	F	F	F	F	F
Fam20b	ENSMUSG00000033557.17	protein_coding	F	F	T	F	FAM20B	F	F	F	F	F	F	F	F	F	F	F	F	F
Ralgps2	ENSMUSG00000026594.14	protein_coding	F	F	F	F	RALGPS2	F	F	F	F	F	F	F	F	F	F	F	F	F
Angptl1	ENSMUSG00000033544.6	protein_coding	F	F	F	F	ANGPTL1	F	F	F	F	F	F	F	F	F	F	F	F	F
Tex35	ENSMUSG00000026592.13	protein_coding	F	F	F	F	TEX35	F	F	F	F	F	F	F	F	F	F	F	F	F
Rasal2	ENSMUSG00000070565.11	protein_coding	F	F	T	F	RASAL2	T	F	F	F	F	F	F	F	F	F	F	F	F
BC026585	ENSMUSG00000033488.11	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Sec16b	ENSMUSG00000026589.14	protein_coding	F	F	F	F	SEC16B	F	F	F	F	F	F	F	F	F	F	F	F	F
Brinp2	ENSMUSG00000004031.13	protein_coding	F	F	F	F	BRINP2	F	F	F	F	F	F	F	F	T	F	F	F	F
Astn1	ENSMUSG00000026587.15	protein_coding	F	F	F	F	ASTN1	F	F	F	F	F	F	F	F	F	F	F	T	F
Pappa2	ENSMUSG00000073530.11	protein_coding	F	F	F	T	PAPPA2	F	F	F	F	F	F	F	F	F	F	F	F	F
Rfwd2	ENSMUSG00000040782.12	protein_coding	F	T	T	F		F	F	T	T	T	T	T	F	T	F	F	T	F
Tnr	ENSMUSG00000015829.13	protein_coding	F	F	F	F	TNR	F	F	F	F	F	F	F	F	F	F	F	T	F
4930523C07Rik	ENSMUSG00000090394.8	protein_coding	F	F	F	F	KIAA0040	F	F	F	F	F	F	F	F	F	F	F	F	F
Tnn	ENSMUSG00000026725.17	protein_coding	F	F	F	T	TNN	F	F	F	F	F	F	F	F	F	F	F	T	F
Mrps14	ENSMUSG00000058267.13	protein_coding	F	F	F	F	MRPS14	F	F	F	F	F	F	F	F	F	F	F	T	F
Cacybp	ENSMUSG00000014226.10	protein_coding	F	F	F	T	CACYBP	F	F	T	F	F	F	F	F	F	F	F	F	F
Rabgap1l	ENSMUSG00000026721.15	protein_coding	F	F	F	F	RABGAP1L	F	F	T	F	T	T	T	F	F	T	T	T	F
Rc3h1	ENSMUSG00000040423.10	protein_coding	F	T	T	F	RC3H1	F	F	T	F	T	T	T	F	T	F	F	T	F
Serpinc1	ENSMUSG00000026715.12	protein_coding	F	F	T	F	SERPINC1	F	F	F	F	F	F	F	F	F	F	F	F	F
Zbtb37	ENSMUSG00000043467.19	protein_coding	F	F	F	F	ZBTB37	F	F	T	F	F	F	T	F	F	F	F	T	F
Dars2	ENSMUSG00000026709.10	protein_coding	F	F	T	F	DARS2	F	F	T	F	F	F	F	F	F	F	F	F	F
Cenpl	ENSMUSG00000026708.16	protein_coding	F	F	T	F	CENPL	F	F	F	F	F	F	F	F	F	F	F	F	F
Klhl20	ENSMUSG00000026705.16	protein_coding	F	F	T	F	KLHL20	F	F	T	F	F	F	F	F	F	F	F	F	F
Ankrd45	ENSMUSG00000044835.15	protein_coding	F	F	F	F	AL139142.2	F	F	F	F	F	F	F	F	F	F	F	F	F
Prdx6	ENSMUSG00000026701.15	protein_coding	F	T	F	F	PRDX6	F	F	F	F	F	F	F	F	F	F	F	F	F
Tnfsf4	ENSMUSG00000026700.4	protein_coding	F	F	F	F	TNFSF4	F	F	T	F	F	F	F	F	F	F	F	F	F
Tnfsf18	ENSMUSG00000066755.2	protein_coding	F	F	F	F	TNFSF18	F	F	F	F	F	F	F	F	F	F	F	F	F
Fasl	ENSMUSG00000000817.10	protein_coding	F	T	T	T	FASLG	F	T	T	F	F	F	F	F	F	F	F	F	F
Suco	ENSMUSG00000040297.12	protein_coding	F	F	F	F	SUCO	F	F	T	F	F	F	F	F	F	F	F	F	F
4930558K02Rik	ENSMUSG00000086277.2	protein_coding	F	F	F	F	C1orf105	F	F	T	F	F	F	F	F	F	F	F	F	F
Pigc	ENSMUSG00000026698.8	protein_coding	F	F	F	F	PIGC	F	F	F	F	F	F	F	F	F	F	F	F	F
Dnm3	ENSMUSG00000040265.16	protein_coding	F	F	F	F	DNM3	F	F	F	F	F	F	T	F	F	F	F	F	F
Mettl13	ENSMUSG00000026694.19	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Vamp4	ENSMUSG00000026696.15	protein_coding	F	F	F	F	VAMP4	F	F	T	F	F	F	F	F	F	F	F	F	F
Myoc	ENSMUSG00000026697.10	protein_coding	F	T	F	F	MYOC	F	F	T	F	F	F	F	F	F	F	F	F	F
7420461P10Rik	ENSMUSG00000091060.2	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Prrc2c	ENSMUSG00000040225.15	protein_coding	F	F	F	F	PRRC2C	F	F	T	F	T	F	T	F	F	F	F	F	F
Fmo4	ENSMUSG00000026692.12	protein_coding	F	F	F	F	FMO4	F	F	F	F	F	F	F	F	F	F	F	F	F
Fmo1	ENSMUSG00000040181.14	protein_coding	F	F	F	F	FMO1	F	F	F	F	F	F	F	F	F	F	F	F	F
Fmo2	ENSMUSG00000040170.13	protein_coding	F	F	F	F	FMO2	F	F	F	F	F	F	F	F	F	F	F	F	F
Fmo6	ENSMUSG00000095576.5	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Fmo3	ENSMUSG00000026691.10	protein_coding	F	T	F	F	FMO3	F	F	F	F	F	F	F	F	F	F	F	F	F
Mroh9	ENSMUSG00000071890.4	protein_coding	F	F	F	F	MROH9	F	F	F	F	F	F	F	F	F	F	F	F	F
Prrx1	ENSMUSG00000026586.16	protein_coding	T	T	T	T	PRRX1	F	F	F	F	F	F	F	F	F	F	F	T	F
Gorab	ENSMUSG00000040124.5	protein_coding	F	F	F	F	GORAB	T	F	F	F	F	F	F	F	F	F	F	F	F
Mettl11b	ENSMUSG00000040113.14	protein_coding	F	F	F	F	METTL11B	F	F	F	F	F	F	F	F	F	F	F	F	F
Kifap3	ENSMUSG00000026585.13	protein_coding	F	F	T	F	KIFAP3	F	F	T	F	F	F	F	F	F	F	F	F	F
Scyl3	ENSMUSG00000026584.14	protein_coding	F	F	F	F	SCYL3	F	F	T	F	F	F	F	F	F	F	F	F	F
BC055324	ENSMUSG00000041406.14	protein_coding	F	F	T	F	C1orf112	F	F	T	F	F	F	F	F	F	F	F	F	F
Mettl18	ENSMUSG00000041396.13	protein_coding	F	F	F	F	METTL18	F	F	T	F	F	F	F	F	F	F	F	F	F
Sell	ENSMUSG00000026581.14	protein_coding	F	T	F	F	SELL	F	F	T	F	F	F	F	F	F	F	F	F	F
Selp	ENSMUSG00000026580.16	protein_coding	F	T	F	T	SELP	F	F	T	F	F	F	F	F	F	F	F	F	F
F5	ENSMUSG00000026579.8	protein_coding	F	F	T	F	F5	F	F	T	F	F	F	F	F	F	F	F	F	F
Slc19a2	ENSMUSG00000040918.12	protein_coding	F	T	T	F	SLC19A2	F	F	T	F	T	F	F	F	F	F	F	F	F
Ccdc181	ENSMUSG00000026578.6	protein_coding	F	F	F	F	CCDC181	F	F	F	F	F	F	F	F	F	F	F	F	F
Blzf1	ENSMUSG00000026577.13	protein_coding	F	F	F	F	BLZF1	F	F	F	F	F	F	F	F	F	F	F	F	F
Nme7	ENSMUSG00000026575.15	protein_coding	F	F	F	F	NME7	F	F	F	F	F	F	F	F	F	F	F	F	F
Atp1b1	ENSMUSG00000026576.12	protein_coding	F	T	F	F	ATP1B1	F	F	F	F	T	F	F	F	F	F	F	F	F
Dpt	ENSMUSG00000026574.5	protein_coding	F	F	F	F	DPT	F	F	F	F	F	F	F	F	F	F	F	F	F
Tbx19	ENSMUSG00000026572.11	protein_coding	T	F	F	T	TBX19	F	F	F	F	F	F	F	F	F	F	F	F	F
Sft2d2	ENSMUSG00000040848.11	protein_coding	F	F	F	F	SFT2D2	F	F	F	F	F	F	F	F	F	F	F	F	F
Tiprl	ENSMUSG00000040843.10	protein_coding	F	F	F	F	TIPRL	F	F	T	F	F	T	F	F	F	F	F	F	F
Gpr161	ENSMUSG00000040836.15	protein_coding	F	F	T	T	GPR161	F	F	F	F	F	F	F	F	F	F	F	F	F
Dcaf6	ENSMUSG00000026571.12	protein_coding	F	F	F	F	DCAF6	F	F	F	F	F	F	F	F	F	F	F	F	F
Mpc2	ENSMUSG00000026568.6	protein_coding	F	F	F	F	MPC2	F	F	F	F	F	F	F	F	F	F	F	F	F
Adcy10	ENSMUSG00000026567.16	protein_coding	F	F	T	F	ADCY10	F	F	F	F	F	F	F	F	F	F	F	F	F
Mpzl1	ENSMUSG00000026566.15	protein_coding	F	F	F	F	MPZL1	F	F	T	F	T	F	F	F	F	F	F	F	F
Rcsd1	ENSMUSG00000040723.14	protein_coding	F	F	F	F	RCSD1	F	F	T	F	F	F	F	F	F	F	F	F	F
Creg1	ENSMUSG00000040713.12	protein_coding	F	F	F	F	CREG1	F	F	F	F	F	F	F	F	F	F	F	T	F
Cd247	ENSMUSG00000005763.15	protein_coding	F	F	T	F	CD247	F	F	T	F	F	F	F	F	F	F	F	F	F
Pou2f1	ENSMUSG00000026565.18	protein_coding	T	T	T	T	POU2F1	F	F	T	F	F	F	F	F	F	T	F	F	F
Dusp27	ENSMUSG00000026564.9	protein_coding	F	F	F	F	DUSP27	F	F	T	F	F	F	F	F	F	F	F	F	F
Gpa33	ENSMUSG00000000544.14	protein_coding	F	F	F	F	GPA33	F	F	F	F	T	F	F	F	F	F	F	F	F
Mael	ENSMUSG00000040629.8	protein_coding	F	F	T	T	MAEL	F	F	F	F	F	F	T	F	F	F	F	F	F
Ildr2	ENSMUSG00000040612.13	protein_coding	F	F	F	T	ILDR2	F	F	F	F	F	F	F	F	F	F	F	F	F
Tada1	ENSMUSG00000026563.13	protein_coding	F	F	F	F	TADA1	F	F	F	F	F	F	F	F	F	F	F	F	F
Pogk	ENSMUSG00000040596.15	protein_coding	F	F	F	T	POGK	F	F	F	F	F	F	F	F	F	F	F	F	F
Fmo9	ENSMUSG00000026560.13	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Fam78b	ENSMUSG00000060568.14	protein_coding	F	F	F	F	FAM78B	F	F	F	F	F	F	F	F	F	F	F	F	F
Uck2	ENSMUSG00000026558.13	protein_coding	F	F	F	F	UCK2	F	F	F	F	T	F	F	F	F	F	F	F	F
Tmco1	ENSMUSG00000052428.10	protein_coding	F	F	F	F	TMCO1	F	F	F	F	F	F	F	F	F	F	F	F	F
Aldh9a1	ENSMUSG00000026687.14	protein_coding	F	F	F	T	ALDH9A1	F	F	F	F	F	F	F	F	F	F	F	F	F
Mgst3	ENSMUSG00000026688.5	protein_coding	F	T	F	F	MGST3	F	F	F	F	F	F	F	F	F	F	F	F	F
Lrrc52	ENSMUSG00000040485.5	protein_coding	F	F	F	F	LRRC52	F	F	F	F	F	F	F	F	F	F	F	F	F
Rxrg	ENSMUSG00000015843.10	protein_coding	T	F	T	T	RXRG	F	F	F	F	F	F	F	F	F	F	F	F	F
Lmx1a	ENSMUSG00000026686.14	protein_coding	F	T	T	T	LMX1A	F	F	F	F	F	F	F	F	F	F	F	F	F
Pbx1	ENSMUSG00000052534.15	protein_coding	T	T	T	T	PBX1	F	F	F	F	F	T	F	F	F	F	F	F	F
Nuf2	ENSMUSG00000026683.14	protein_coding	F	F	F	F	NUF2	F	F	F	F	F	F	F	F	F	F	F	F	F
Rgs5	ENSMUSG00000026678.10	protein_coding	F	F	F	F	RGS5	F	F	F	F	F	F	F	F	F	F	F	F	F
Rgs4	ENSMUSG00000038530.11	protein_coding	F	T	T	F	RGS4	F	F	F	F	F	F	F	F	F	F	F	F	F
Ccdc190	ENSMUSG00000070532.5	protein_coding	F	F	F	F	CCDC190	F	F	F	F	F	F	F	F	F	F	F	F	F
Hsd17b7	ENSMUSG00000026675.12	protein_coding	F	T	T	F	HSD17B7	F	F	F	F	F	F	F	F	F	F	F	F	F
Ddr2	ENSMUSG00000026674.9	protein_coding	F	T	T	F	DDR2	T	F	F	F	F	F	F	F	F	F	F	F	F
Uap1	ENSMUSG00000026670.15	protein_coding	F	F	F	F	UAP1	F	F	F	F	F	F	F	F	F	F	F	F	F
Uhmk1	ENSMUSG00000026667.14	protein_coding	F	F	F	T	UHMK1	F	F	F	F	F	F	T	F	F	F	F	F	F
Sh2d1b1	ENSMUSG00000102418.1	protein_coding	F	F	F	F	SH2D1B	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm7694	ENSMUSG00000102752.1	protein_coding	F	F	F	F	AL512785.2	F	F	F	F	F	F	F	F	F	F	F	F	F
Nos1ap	ENSMUSG00000038473.14	protein_coding	F	F	F	F	NOS1AP	F	F	F	F	F	F	F	F	F	F	F	T	F
Olfml2b	ENSMUSG00000038463.8	protein_coding	F	F	F	F	OLFML2B	F	F	F	F	F	F	F	F	F	F	F	F	F
Atf6	ENSMUSG00000026663.6	protein_coding	T	T	F	F	ATF6	F	F	T	F	F	F	F	F	F	F	F	F	F
Dusp12	ENSMUSG00000026659.13	protein_coding	F	F	F	F	DUSP12	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm26620	ENSMUSG00000096968.1	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Fcrla	ENSMUSG00000038421.13	protein_coding	F	F	F	T	FCRLA	F	F	F	F	F	F	F	F	F	F	F	F	F
Fcgr2b	ENSMUSG00000026656.15	protein_coding	F	T	T	F	FCGR2A	F	F	F	F	F	F	F	F	F	F	F	F	F
Fcgr4	ENSMUSG00000059089.4	protein_coding	F	F	F	F	FCGR3A	F	F	F	F	F	F	F	F	F	F	F	F	F
Fcgr3	ENSMUSG00000059498.13	protein_coding	F	T	F	F	FCGR2A	F	F	F	F	F	F	F	F	F	F	F	F	F
Cfap126	ENSMUSG00000026649.14	protein_coding	F	F	F	F	CFAP126	F	F	F	F	F	F	F	F	F	F	F	F	F
Sdhc	ENSMUSG00000058076.12	protein_coding	F	F	T	F	SDHC	F	F	F	F	F	F	F	F	F	F	F	F	F
Mpz	ENSMUSG00000056569.10	protein_coding	F	T	T	F	MPZ	F	F	F	F	F	F	F	F	F	F	F	F	F
Pcp4l1	ENSMUSG00000038370.6	protein_coding	F	F	F	F	PCP4L1	F	F	F	F	F	F	F	F	F	F	F	F	F
Nr1i3	ENSMUSG00000005677.14	protein_coding	T	F	F	F	NR1I3	F	F	F	F	F	F	F	F	F	F	F	F	F
Tomm40l	ENSMUSG00000005674.9	protein_coding	F	F	F	F	TOMM40L	F	F	F	F	F	F	F	F	F	F	F	F	F
Apoa2	ENSMUSG00000005681.12	protein_coding	F	T	F	T	APOA2	F	F	F	F	F	F	F	F	F	F	F	F	F
Fcer1g	ENSMUSG00000058715.11	protein_coding	F	T	T	F	FCER1G	F	F	F	F	F	F	F	F	F	F	F	F	F
Ndufs2	ENSMUSG00000013593.12	protein_coding	F	F	F	F	NDUFS2	F	F	F	F	F	F	F	F	F	F	F	F	F
Adamts4	ENSMUSG00000006403.12	protein_coding	F	F	F	F	ADAMTS4	F	F	F	F	F	F	F	F	F	F	F	F	F
B4galt3	ENSMUSG00000052423.14	protein_coding	F	F	F	F	B4GALT3	F	F	F	F	F	F	F	F	F	F	F	F	F
Ppox	ENSMUSG00000062729.11	protein_coding	F	F	T	F	PPOX	F	F	F	F	F	F	F	F	F	F	F	F	F
Usp21	ENSMUSG00000053483.13	protein_coding	F	F	F	F	USP21	F	F	F	F	F	F	F	F	F	F	F	F	F
Ufc1	ENSMUSG00000062963.10	protein_coding	F	F	F	F	UFC1	F	F	F	F	F	F	F	F	F	F	F	F	F
Dedd	ENSMUSG00000013973.12	protein_coding	F	F	F	F	DEDD	F	F	F	F	F	F	F	F	F	F	F	F	F
Nit1	ENSMUSG00000013997.10	protein_coding	F	F	F	F	NIT1	F	F	F	F	F	F	F	F	F	F	F	F	F
Pfdn2	ENSMUSG00000006412.10	protein_coding	F	F	T	F	PFDN2	F	F	F	F	T	F	F	F	F	F	F	F	F
Klhdc9	ENSMUSG00000045259.4	protein_coding	F	F	F	F	KLHDC9	F	F	F	F	F	F	F	F	F	F	F	F	F
Nectin4	ENSMUSG00000006411.12	protein_coding	F	T	F	F	NECTIN4	F	F	F	F	F	F	F	F	F	F	F	F	F
Arhgap30	ENSMUSG00000048865.16	protein_coding	F	F	F	F	ARHGAP30	F	F	F	F	F	F	F	F	F	F	F	F	F
Usf1	ENSMUSG00000026641.13	protein_coding	T	F	F	F	USF1	F	F	F	F	F	F	F	F	F	F	F	F	F
Tstd1	ENSMUSG00000103711.1	protein_coding	F	F	F	F	TSTD1	F	F	F	F	F	F	F	F	F	F	F	F	F
F11r	ENSMUSG00000038235.4	protein_coding	F	F	T	T	F11R	F	F	T	F	F	F	T	F	F	F	F	F	F
Alyref2	ENSMUSG00000060244.1	protein_coding	F	F	F	F	ALYREF	F	F	F	F	F	F	F	F	F	F	F	F	F
Cd244	ENSMUSG00000004709.14	protein_coding	F	F	F	F		F	F	T	F	F	F	F	F	F	F	F	F	F
Ly9	ENSMUSG00000004707.14	protein_coding	F	T	F	F	LY9	F	F	F	F	F	F	F	F	F	F	F	F	F
Cd48	ENSMUSG00000015355.13	protein_coding	F	F	F	F	CD48	F	F	F	F	F	F	F	F	F	F	F	F	F
Slamf1	ENSMUSG00000015316.11	protein_coding	F	F	F	F	SLAMF1	F	F	F	F	F	F	F	F	F	F	F	F	F
Cd84	ENSMUSG00000038147.13	protein_coding	F	F	F	F	CD84	F	F	F	F	F	F	F	F	F	F	F	F	F
Slamf6	ENSMUSG00000015314.10	protein_coding	F	F	F	F	SLAMF6	F	F	F	F	F	F	F	F	F	F	F	F	F
Vangl2	ENSMUSG00000026556.15	protein_coding	F	F	T	T	VANGL2	F	F	F	F	F	F	F	F	F	F	F	F	F
Nhlh1	ENSMUSG00000051251.3	protein_coding	F	T	T	T	NHLH1	F	F	F	F	F	F	F	F	F	F	F	F	F
Ncstn	ENSMUSG00000003458.12	protein_coding	F	F	T	F	NCSTN	F	F	F	F	F	F	F	F	F	F	F	F	F
Copa	ENSMUSG00000026553.17	protein_coding	F	F	F	F	COPA	F	F	F	F	F	T	T	F	F	F	F	F	F
Pex19	ENSMUSG00000003464.13	protein_coding	F	F	F	F	PEX19	F	F	T	F	F	F	F	F	F	F	F	F	F
Dcaf8	ENSMUSG00000026554.15	protein_coding	F	F	F	F	DCAF8	F	F	T	F	T	T	F	F	F	F	F	F	F
Pea15a	ENSMUSG00000013698.12	protein_coding	F	T	F	F	PEA15	T	F	F	F	F	F	F	F	F	F	F	F	F
Casq1	ENSMUSG00000007122.11	protein_coding	F	F	F	F	CASQ1	F	F	F	F	F	F	T	F	F	F	F	F	F
Atp1a4	ENSMUSG00000007107.6	protein_coding	F	T	T	F	ATP1A4	F	F	F	F	F	F	F	F	F	F	F	F	F
Igsf8	ENSMUSG00000038034.15	protein_coding	F	F	F	F	IGSF8	F	F	F	F	F	F	F	F	T	F	F	F	F
Atp1a2	ENSMUSG00000007097.14	protein_coding	F	T	T	F	ATP1A2	F	F	F	F	F	F	F	F	F	F	F	F	F
Kcnj9	ENSMUSG00000038026.12	protein_coding	F	F	F	F	KCNJ9	F	F	F	F	F	F	F	F	F	F	F	F	F
Kcnj10	ENSMUSG00000044708.5	protein_coding	F	F	T	T	KCNJ10	F	F	F	F	F	F	F	F	F	F	F	F	F
Pigm	ENSMUSG00000050229.3	protein_coding	F	F	T	F	PIGM	F	F	F	F	F	F	F	F	F	F	F	F	F
Slamf9	ENSMUSG00000026548.4	protein_coding	F	F	F	F	SLAMF9	F	F	F	F	F	F	F	F	F	F	F	F	F
Igsf9	ENSMUSG00000037995.15	protein_coding	F	F	F	T	IGSF9	F	F	F	F	F	F	F	F	F	F	F	F	F
Tagln2	ENSMUSG00000026547.15	protein_coding	F	F	F	T	TAGLN2	F	F	F	F	F	F	F	F	F	F	F	F	F
Cfap45	ENSMUSG00000026546.16	protein_coding	F	F	F	F	CFAP45	F	F	F	F	F	F	F	F	F	F	F	F	F
Vsig8	ENSMUSG00000049598.9	protein_coding	F	F	F	F	VSIG8	F	F	F	F	F	F	F	F	F	F	F	F	F
Slamf8	ENSMUSG00000053318.7	protein_coding	F	F	F	F	SLAMF8	F	F	F	F	F	F	F	F	F	F	F	F	F
Fcrl6	ENSMUSG00000070504.9	protein_coding	F	F	F	F	FCRL6	F	F	F	F	F	F	F	F	F	F	F	F	F
Dusp23	ENSMUSG00000026544.6	protein_coding	F	F	F	F	DUSP23	F	F	F	F	F	F	F	F	F	F	F	F	F
Crp	ENSMUSG00000037942.5	protein_coding	F	T	F	F	CRP	F	F	F	F	F	F	F	F	F	F	F	F	F
Apcs	ENSMUSG00000026542.6	protein_coding	F	T	F	F	APCS	F	F	F	F	F	F	F	F	F	F	F	F	F
Ackr1	ENSMUSG00000037872.5	protein_coding	F	F	F	F	ACKR1	F	F	F	F	F	F	F	F	F	F	F	F	F
Cadm3	ENSMUSG00000005338.13	protein_coding	F	F	F	F	CADM3	T	F	F	F	F	F	F	F	F	F	F	F	F
Aim2	ENSMUSG00000037860.15	protein_coding	F	F	F	F	AIM2	T	F	F	F	F	F	F	F	F	F	F	F	F
Ifi206	ENSMUSG00000037849.8	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Ifi207	ENSMUSG00000073490.10	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Ifi204	ENSMUSG00000073489.5	protein_coding	T	T	T	T	IFI16	F	F	F	F	F	F	F	F	F	F	F	F	F
Mndal	ENSMUSG00000090272.7	protein_coding	F	F	F	F	IFI16	F	F	F	F	F	F	F	F	F	F	F	F	F
Ifi211	ENSMUSG00000026536.9	protein_coding	F	F	F	F	IFI16	F	F	F	F	F	F	F	F	F	F	F	F	F
Ifi203	ENSMUSG00000039997.16	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Ifi202b	ENSMUSG00000026535.9	protein_coding	F	T	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr231	ENSMUSG00000046486.4	protein_coding	F	F	F	F	OR6K6	F	F	F	F	F	F	F	F	F	F	F	F	F
Spta1	ENSMUSG00000026532.7	protein_coding	F	F	F	F	SPTA1	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr220	ENSMUSG00000066671.4	protein_coding	F	F	F	F	OR6P1	F	F	F	F	F	F	F	F	F	F	F	F	F
Fmn2	ENSMUSG00000028354.13	protein_coding	F	F	F	T	FMN2	F	F	F	F	F	F	F	F	F	F	F	F	F
Grem2	ENSMUSG00000050069.3	protein_coding	F	T	F	F	GREM2	F	F	F	F	F	F	F	F	F	F	F	F	F
Rgs7	ENSMUSG00000026527.13	protein_coding	F	F	F	F	RGS7	F	F	F	F	F	F	F	F	F	F	F	F	F
Fh1	ENSMUSG00000026526.14	protein_coding	F	F	T	F	FH	T	F	F	F	F	F	F	F	F	F	F	F	F
Kmo	ENSMUSG00000039783.15	protein_coding	F	F	F	F	KMO	F	F	F	F	F	F	F	F	F	F	F	F	F
Opn3	ENSMUSG00000026525.9	protein_coding	F	F	F	F	OPN3	F	F	F	F	F	F	F	F	F	F	F	F	F
Chml	ENSMUSG00000078185.3	protein_coding	F	F	F	F	CHML	F	F	F	F	F	F	F	F	F	F	F	F	F
Wdr64	ENSMUSG00000026523.14	protein_coding	F	F	F	F	WDR64	F	F	F	F	F	F	F	F	F	F	F	F	F
Exo1	ENSMUSG00000039748.11	protein_coding	F	F	T	T	EXO1	F	F	F	F	F	F	F	F	F	F	F	F	F
Pld5	ENSMUSG00000055214.15	protein_coding	F	F	F	F	PLD5	F	F	F	F	F	F	T	F	F	F	F	F	F
Rbm8a2	ENSMUSG00000078184.1	protein_coding	F	F	F	F	RBM8A	F	F	F	F	F	F	F	F	F	F	F	F	F
Cep170	ENSMUSG00000057335.11	protein_coding	F	F	F	F	CEP170	F	F	T	F	F	F	F	F	T	F	F	F	F
Sdccag8	ENSMUSG00000026504.17	protein_coding	F	F	T	F	SDCCAG8	F	F	T	F	F	F	F	F	F	F	F	F	F
Akt3	ENSMUSG00000019699.16	protein_coding	F	F	F	F	AKT3	F	F	T	F	F	F	F	F	T	F	F	F	F
Zbtb18	ENSMUSG00000063659.11	protein_coding	F	T	F	F	ZBTB18	T	F	F	F	F	F	F	F	F	F	F	F	F
1700016C15Rik	ENSMUSG00000015962.5	protein_coding	F	F	F	F	C1orf100	F	F	T	F	F	F	F	F	F	F	F	F	F
Adss	ENSMUSG00000015961.8	protein_coding	F	F	F	F	ADSS2	F	F	T	F	T	F	F	F	F	F	F	F	F
Gm16432	ENSMUSG00000091476.6	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Desi2	ENSMUSG00000026502.13	protein_coding	F	F	F	F	DESI2	F	F	T	F	F	F	F	F	F	F	F	F	F
Cox20	ENSMUSG00000026500.6	protein_coding	F	F	F	F	COX20	F	F	F	F	F	F	F	F	F	T	F	F	F
Hnrnpu	ENSMUSG00000039630.10	protein_coding	F	F	T	F	HNRNPU	F	F	F	F	T	T	F	F	F	T	F	F	F
