from	to	type
IRF8	CD68	Repression
IRF8	CFLAR	Unknown
IRF8	CYBB	Activation
IRF8	GAS2	Repression
IRF8	IL10	Unknown
IRF8	IL12A	Activation
IRF8	IL1B	Activation
IRF8	NCF2	Activation
IRF8	NF1	Activation
IRF8	TLR3	Repression
IRF8	TLR4	Unknown
IRF9	CCND2	Repression
IRF9	CDKN1A	Activation
IRF9	CDKN1B	Activation
IRF9	IFIT3	Unknown
IRF9	IL27	Repression
IRF9	NCAM1	Activation
IRF9	PML	Activation
IRF9	SP100	Activation
ISL1	FGF10	Unknown
ISL1	GCG	Unknown
ISL1	MEF2C	Activation
JARID2	MYH6	Unknown
JARID2	MYL7	Unknown
JARID2	NPPA	Unknown
JDP2	ATF3	Unknown
JDP2	DDIT3	Repression
JUN	ABCB1	Unknown
JUN	ACTA1	Unknown
JUN	ALOX12	Unknown
JUN	APOC3	Activation
JUN	APOM	Unknown
JUN	APP	Unknown
JUN	AR	Unknown
JUN	ATF3	Unknown
JUN	BATF3	Unknown
JUN	BCL2L1	Unknown
JUN	BECN1	Activation
JUN	BEX2	Activation
JUN	BRCA1	Activation
JUN	CA2	Unknown
JUN	CCK	Activation
JUN	CCL2	Activation
JUN	CCL5	Activation
JUN	CCND1	Activation
JUN	CD82	Activation
JUN	CDK5R1	Unknown
JUN	CDKN1A	Unknown
JUN	CREM	Activation
JUN	CSF1	Activation
JUN	CSF2	Activation
JUN	CSTA	Unknown
JUN	CTSL	Activation
JUN	CXCL8	Activation
JUN	CYP11A1	Unknown
JUN	CYP19A1	Unknown
JUN	CYP1A2	Unknown
JUN	CYP2J2	Unknown
JUN	DCN	Repression
JUN	DDIT3	Activation
JUN	DDX21	Unknown
JUN	EDN1	Activation
JUN	EGFR	Activation
JUN	ELN	Unknown
JUN	ETS1	Unknown
JUN	ETS2	Unknown
JUN	EZH2	Unknown
JUN	EZR	Activation
JUN	F3	Activation
JUN	FAS	Activation
JUN	FASLG	Activation
JUN	FGF7	Unknown
JUN	VEGFD	Activation
JUN	FOSL1	Unknown
JUN	GCLC	Unknown
JUN	GJA1	Unknown
JUN	GSTP1	Unknown
JUN	HEY1	Activation
JUN	IBSP	Unknown
JUN	IFNB1	Activation
JUN	IFNG	Activation
JUN	IL12A	Activation
JUN	IL12B	Activation
JUN	IL1A	Activation
JUN	IL1B	Activation
JUN	IL2	Activation
JUN	IL23A	Unknown
JUN	IL24	Unknown
JUN	IL3	Activation
JUN	IL5RA	Unknown
JUN	IL6	Activation
JUN	ITGAX	Unknown
JUN	ITGB8	Unknown
JUN	JUN	Unknown
JUN	KRT16	Unknown
JUN	LBP	Unknown
JUN	LDHA	Activation
JUN	LGALS3	Activation
JUN	MAP3K1	Unknown
JUN	MAPK8	Unknown
JUN	MAT2A	Unknown
JUN	MEF2D	Activation
JUN	MELTF	Unknown
JUN	MGMT	Unknown
JUN	MGP	Unknown
JUN	MMP1	Activation
JUN	MMP12	Unknown
JUN	MMP13	Unknown
JUN	MMP2	Activation
JUN	MMP20	Unknown
JUN	MMP3	Unknown
JUN	MMP7	Activation
JUN	MMP9	Activation
JUN	MSR1	Unknown
JUN	MYB	Unknown
JUN	MYC	Activation
JUN	NAMPT	Activation
JUN	NEFL	Activation
JUN	NEIL1	Activation
JUN	NFKB2	Unknown
JUN	NGF	Unknown
JUN	NOS2	Unknown
JUN	NOS3	Unknown
JUN	NOX5	Activation
JUN	NPY	Unknown
JUN	NQO1	Unknown
JUN	NTS	Unknown
JUN	OPRM1	Unknown
JUN	OXTR	Unknown
JUN	PCK2	Unknown
JUN	PDHA1	Unknown
JUN	PDK1	Unknown
JUN	PENK	Unknown
JUN	PGR	Unknown
JUN	PLAT	Unknown
JUN	PLAU	Unknown
JUN	PLAUR	Unknown
JUN	POLD2	Unknown
JUN	PPARA	Unknown
JUN	PPARD	Activation
JUN	PTGS2	Unknown
JUN	PTN	Activation
JUN	RARA	Repression
JUN	RARB	Activation
JUN	RARG	Repression
JUN	RELB	Unknown
JUN	REN	Unknown
JUN	RHOB	Activation
JUN	RUNX2	Unknown
JUN	SLC19A1	Unknown
JUN	SMAD7	Activation
JUN	SMN1	Repression
JUN	SOD2	Unknown
JUN	SOX7	Activation
JUN	SPI1	Unknown
JUN	SPRR1B	Unknown
JUN	SPRR3	Unknown
JUN	STAR	Unknown
JUN	STMN1	Activation
JUN	SYK	Unknown
JUN	TERT	Repression
JUN	TFF1	Unknown
JUN	TIMP2	Unknown
JUN	TNC	Unknown
JUN	TNF	Activation
JUN	TNFRSF10A	Unknown
JUN	TNFRSF1B	Activation
JUN	TP53	Activation
JUN	TP73	Unknown
JUN	TXN	Unknown
JUN	UGT2B15	Activation
JUN	VCAM1	Activation
JUN	VDR	Activation
JUN	VEGFA	Activation
JUNB	APOM	Unknown
JUNB	CD82	Activation
JUNB	CDKN1A	Unknown
JUNB	CDKN2A	Unknown
JUNB	CLU	Unknown
JUNB	EGFR	Activation
JUNB	IL1B	Unknown
JUNB	IL3	Unknown
JUNB	IL4	Activation
JUNB	IVL	Unknown
JUNB	NQO1	Unknown
JUNB	PTGS2	Activation
JUNB	SFTPD	Unknown
JUNB	SMAD4	Unknown
JUND	BCL6	Repression
JUND	CCL5	Unknown
JUND	CCND1	Activation
JUND	CCR4	Activation
JUND	CD40LG	Unknown
JUND	CDKN1A	Unknown
JUND	CLU	Unknown
JUND	CSTA	Unknown
JUND	ERBB2	Unknown
JUND	F3	Unknown
JUND	FGFBP1	Unknown
JUND	FOSL1	Activation
JUND	GADD45A	Activation
JUND	GAST	Activation
JUND	GCLC	Unknown
JUND	IL3	Unknown
JUND	IL5	Unknown
JUND	IL6	Activation
JUND	ITGAV	Repression
JUND	ITGB3	Activation
JUND	IVL	Unknown
JUND	MDM2	Repression
JUND	MYB	Unknown
JUND	NOS2	Activation
JUND	NQO1	Unknown
JUND	NQO2	Unknown
JUND	NTS	Unknown
JUND	PLAT	Unknown
JUND	PLAUR	Unknown
JUND	PTGS2	Activation
JUND	SFTPD	Unknown
JUND	SOX4	Activation
JUND	TGFB1	Unknown
JUND	TIMP1	Unknown
KAT2B	CDK2	Repression
KAT2B	CDKN1A	Activation
KAT2B	CDKN1B	Activation
KAT2B	CLOCK	Unknown
KAT2B	CYP1B1	Unknown
KAT2B	IRF7	Repression
KAT2B	LIN28A	Unknown
KAT2B	NPAS2	Unknown
KAT2B	RB1	Activation
KAT2B	SMAD4	Activation
KAT2B	TP73	Unknown
KAT2B	YY1	Unknown
KAT2B	ZEB1	Repression
KAT5	ERCC1	Activation
KAT5	GMPS	Repression
KAT5	HDC	Repression
KAT5	IL2	Unknown
KAT5	STAT3	Repression
KAT6A	HOXA9	Activation
KCNIP3	GCM1	Repression
KCNIP3	SLC8A3	Repression
KCNIP3	TG	Unknown
KDM2A	EREG	Repression
KDM2A	NANOG	Unknown
KDM2A	SOX2	Unknown
KDM4B	AR	Activation
KDM4B	CCNA1	Unknown
KDM4B	CCND1	Unknown
KDM4B	ESR1	Unknown
KDM4B	WEE1	Unknown
KDM4C	JAG1	Activation
KHDRBS1	AR	Unknown
KHDRBS1	IGF2	Activation
KHDRBS1	LEP	Activation
KHSRP	RPL3	Unknown
KLF1	HBB	Unknown
KLF1	IL12B	Unknown
KLF10	CDKN1A	Activation
KLF10	EGFR	Repression
KLF10	FGFR1	Repression
KLF10	ITGAD	Activation
KLF10	PTGS1	Activation
KLF10	SERPINE1	Activation
KLF10	STMN1	Repression
KLF11	COL1A2	Unknown
KLF11	INS	Unknown
KLF11	PDX1	Unknown
KLF12	PRL	Repression
KLF12	TFAP2A	Repression
KLF13	CCL5	Unknown
KLF13	LDLR	Repression
KLF14	TGFBR2	Repression
KLF15	CLCNKA	Unknown
KLF15	LRP5	Activation
KLF15	RBP3	Repression
KLF15	RHO	Unknown
KLF16	CDKN1A	Repression
KLF2	CCR5	Activation
KLF2	CCR7	Unknown
KLF2	CDKN1A	Activation
KLF2	CXCR4	Repression
KLF2	FABP5	Repression
KLF2	IL2	Unknown
KLF2	NOS3	Activation
KLF2	PPARG	Repression
KLF2	SELL	Unknown
KLF2	THBD	Activation
KLF2	WEE1	Repression
KLF3	HBE1	Unknown
KLF3	HBG1	Unknown
KLF3	CKM	Activation
KLF4	ALPI	Activation
KLF4	ATF3	Activation
KLF4	BDKRB2	Activation
KLF4	BIRC5	Repression
KLF4	CCNB1	Repression
KLF4	CCND1	Repression
KLF4	CD14	Activation
KLF4	CDH1	Activation
KLF4	CDH5	Activation
KLF4	CDKN1A	Repression
KLF4	CDKN1B	Activation
KLF4	CDKN1C	Activation
KLF4	CDX2	Unknown
KLF4	CYP1A1	Unknown
KLF4	GDF15	Unknown
KLF4	GPA33	Activation
KLF4	HBA1	Activation
KLF4	HBA2	Activation
KLF4	HDC	Repression
KLF4	HSPA8	Activation
KLF4	IFITM3	Repression
KLF4	IL1B	Repression
KLF4	IL6	Activation
KLF4	IVL	Unknown
KLF4	KRT19	Activation
KLF4	LAMA1	Activation
KLF4	LAMA3	Activation
KLF4	LXN	Repression
KLF4	MMP2	Activation
KLF4	NANOG	Activation
KLF4	ODC1	Repression
KLF4	PFKP	Activation
KLF4	RARA	Repression
KLF4	SOD1	Repression
KLF4	TAGLN	Unknown
KLF4	THBD	Activation
KLF4	TP53	Unknown
KLF4	VDR	Repression
KLF4	VEGFA	Unknown
KLF4	ZNF750	Unknown
KLF5	BIRC5	Activation
KLF5	CCNB1	Activation
KLF5	CCND1	Activation
KLF5	CDKN2B	Unknown
KLF5	CXCR4	Activation
KLF5	FASN	Activation
KLF5	FGFBP1	Activation
KLF5	FOXO1	Unknown
KLF5	HIF1A	Activation
KLF5	ITGB2	Activation
KLF5	MMP9	Activation
KLF5	MYH11	Unknown
KLF5	NOTCH1	Activation
KLF6	ASAH1	Unknown
KLF6	ATF3	Activation
KLF6	CCND1	Repression
KLF6	CDH1	Unknown
KLF6	CDKN1A	Unknown
KLF6	CERS2	Activation
KLF6	CGB5	Activation
KLF6	DAPK2	Activation
KLF6	IGF1R	Unknown
KLF6	KRT12	Unknown
KLF6	LAMA1	Activation
KLF6	LTC4S	Unknown
KLF6	MMP9	Repression
KLF6	NOS2	Unknown
KLF6	PMAIP1	Activation
KLF6	PSG3	Activation
KLF6	PSG5	Unknown
KLF6	PTTG1	Repression
KLF6	TFPI2	Unknown
KLF6	TXNIP	Unknown
KLF7	SLC13A4	Unknown
KLF8	CDH1	Activation
KLF8	CDH2	Repression
KLF8	EPSTI1	Activation
KLF8	FN1	Repression
KLF8	MMP14	Activation
KLF8	MMP9	Activation
KLF8	SLC22A3	Unknown
KLF8	VIM	Repression
KLF9	PDCD5	Activation
KLF9	PGR	Unknown
KLF9	PMAIP1	Repression
L3MBTL1	MYC	Unknown
L3MBTL1	RUNX1	Repression
LCOR	CDH1	Unknown
LCOR	CDKN1A	Unknown
LDB1	BMP7	Unknown
LDB1	TCF3	Repression
LEF1	AR	Unknown
LEF1	BIRC5	Activation
LEF1	CCL7	Unknown
LEF1	CCND1	Activation
LEF1	CD1D	Unknown
LEF1	CEBPA	Unknown
LEF1	CHGA	Unknown
LEF1	CLDN2	Unknown
LEF1	CTLA4	Unknown
LEF1	CTNNB1	Unknown
LEF1	CYLD	Unknown
LEF1	DSG4	Repression
LEF1	EDA	Unknown
LEF1	ELANE	Unknown
LEF1	ESR1	Unknown
LEF1	HERC2	Unknown
LEF1	MITF	Activation
LEF1	MMP7	Activation
LEF1	MYC	Activation
LEF1	MYCBP	Activation
LEF1	NRCAM	Unknown
LEF1	NT5E	Unknown
LEF1	OCA2	Activation
LEF1	PRL	Unknown
LEF1	RAG2	Unknown
LEF1	SKP2	Unknown
LEF1	SNAI2	Activation
LEF1	TCF3	Unknown
LEF1	TCF4	Unknown
LHX2	POU1F1	Activation
LHX2	PRL	Activation
LHX2	TSHB	Activation
LHX3	FSHB	Unknown
LHX4	POU1F1	Activation
LIMD1	HIF1A	Repression
LIN28A	CCND1	Unknown
LIN28A	CDC25A	Unknown
LMO2	ANGPT2	Unknown
LMO2	CDH1	Repression
LMO2	ELK1	Unknown
LMO2	ERG	Activation
LMO2	FGF2	Activation
LMO2	GYPA	Repression
LMO2	LEF1	Repression
LMO2	LYL1	Unknown
LMO2	NFATC1	Activation
LMO2	ZEB1	Repression
LMO3	ASCL1	Repression
LMO3	HES1	Repression
LMO4	BMP7	Repression
LMO4	BRCA1	Repression
LMO4	DLG4	Repression
LMO4	ESR1	Unknown
LMO4	MTA1	Unknown
LMX1B	CD2AP	Unknown
LMX1B	COL4A1	Unknown
LMX1B	COL4A4	Activation
LMX1B	NLRP2	Activation
LMX1B	NPHS2	Unknown
LMX1B	TCF3	Activation
LRRFIP1	EGFR	Repression
LRRFIP1	TNF	Repression
LYL1	ANGPT2	Unknown
LYL1	ERG	Activation
LYL1	NFKB1	Repression
LYL1	STMN1	Unknown
MAF	CCND2	Unknown
MAF	GCLC	Unknown
MAF	IL4	Activation
MAF	IL5	Unknown
MAF	ITGB7	Activation
MAF	MMP13	Activation
MAFA	INS	Activation
MAFA	PC	Activation
MAFB	CCND2	Unknown
MAFF	OXTR	Unknown
MAFG	MLH1	Unknown
MAFG	NQO1	Unknown
MAFK	NQO1	Unknown
MAL	MMP9	Unknown
MAL	MYL9	Unknown
MAML1	EGR1	Activation
MAML1	HEY1	Activation
MAML1	TNFRSF12A	Repression
MAX	BRD7	Unknown
MAX	FASLG	Unknown
MAX	MYC	Unknown
MAX	ODC1	Activation
MAX	TERT	Unknown
MAZ	CD4	Unknown
MAZ	CLCNKA	Unknown
MAZ	HRAS	Activation
MAZ	HTR1A	Unknown
MAZ	MMP1	Activation
MAZ	MMP14	Activation
MAZ	MMP9	Unknown
MAZ	TSG101	Activation
MBD1	ABCB1	Unknown
MBD1	ALOX5	Repression
MBD1	IGF2	Unknown
MBD1	IRF8	Repression
MBD1	MGMT	Repression
MBD1	SETDB1	Unknown
MBD2	ALOX5	Unknown
MBD2	ADGRB1	Unknown
MBD2	CHD4	Unknown
MBD2	DAPK1	Unknown
MBD2	GSTP1	Unknown
MBD2	KLK10	Unknown
MBD2	MSH2	Unknown
MBD2	MYOG	Unknown
MBD2	NANOG	Repression
MBD2	POU5F1	Unknown
MCM2	SNF8	Unknown
MCM5	STAT1	Unknown
MDM2	DNMT3A	Activation
MDM4	TP53	Unknown
MECP2	ABCB1	Unknown
MECP2	ALOX5	Unknown
MECP2	CCND1	Repression
MECP2	CDKL5	Unknown
MECP2	DLX5	Unknown
MECP2	ESR1	Unknown
MECP2	GAD1	Repression
MECP2	IGFBP3	Repression
MECP2	MGMT	Unknown
MECP2	RELN	Repression
MECP2	TFF1	Repression
MED1	AR	Unknown
MED1	AURKA	Activation
MED1	SULT2A1	Activation
MED1	UBE2C	Unknown
MED1	VDR	Unknown
MED15	NCF2	Unknown
MED23	KISS1	Activation
MED23	TXNIP	Unknown
MEF2A	COX6A1	Unknown
MEF2A	JUN	Unknown
MEF2A	MAPK14	Activation
MEF2A	MAPK7	Activation
MEF2A	MEF2A	Unknown
MEF2A	MMP10	Activation
MEF2A	NRF1	Activation
MEF2A	PPARGC1A	Unknown
MEF2A	SLC2A4	Unknown
MEF2A	SOST	Activation
MEF2A	TNNI3	Unknown
MEF2B	BCL6	Unknown
MEF2C	CDKL5	Unknown
MEF2C	CPT1B	Activation
MEF2C	JUN	Unknown
MEF2C	MAPK7	Activation
MEF2C	MECP2	Unknown
MEF2C	NR4A1	Repression
MEF2C	SOST	Activation
MEF2C	VEGFA	Unknown
MEF2D	ATF3	Activation
MEF2D	ATM	Unknown
MEF2D	CD14	Activation
MEF2D	HDAC7	Unknown
MEF2D	JUN	Activation
MEF2D	SOST	Activation
MEIS1	AR	Unknown
MEIS1	ITGA9	Unknown
MEIS1	PF4	Activation
MEIS1	SOX3	Unknown
MEIS2	IL17RB	Unknown
MEN1	BRCA1	Unknown
MEN1	CASP8	Activation
MEN1	CDKN1B	Activation
MEN1	CDKN2C	Activation
MEN1	GAST	Repression
MEN1	GATA3	Unknown
MEN1	JUND	Repression
MEN1	PRL	Unknown
MEN1	RAD51	Unknown
MEN1	RAD51AP1	Unknown
MEN1	TERT	Repression
MITF	ACP5	Activation
MITF	BCL2A1	Repression
MITF	BEST1	Unknown
MITF	BIRC7	Unknown
MITF	CDK2	Unknown
MITF	CTSK	Activation
MITF	DCT	Activation
MITF	FOS	Activation
MITF	GPNMB	Activation
MITF	HERC2	Unknown
MITF	HIF1A	Activation
MITF	HOXB4	Unknown
MITF	KCNMA1	Unknown
MITF	KIT	Activation
MITF	MC1R	Unknown
MITF	MET	Unknown
MITF	MLANA	Unknown
MITF	OCA2	Activation
MITF	PMEL	Unknown
MITF	PPARGC1A	Activation
MITF	PRKCB	Unknown
MITF	SERPINF1	Activation
MITF	TRPM1	Unknown
MITF	TYR	Activation
MITF	TYRP1	Activation
MLLT10	BAX	Repression
MLLT10	CDKN1A	Repression
MLLT10	MDM2	Repression
MLLT3	BAX	Repression
MLLT3	CDKN1A	Repression
MLLT3	MDM2	Repression
MLLT3	SCNN1A	Activation
MLX	ODC1	Unknown
MLXIPL	TXNIP	Activation
MSC	CDC25A	Repression
MSC	CDC6	Repression
MSC	CTLA4	Activation
MSC	DKK1	Unknown
MSC	FOXP3	Activation
MSC	IFNG	Activation
MSC	IL10	Activation
MSC	IL2RA	Activation
MSC	LTA	Repression
MSC	MCM7	Repression
MSC	MMP2	Activation
MSX1	CGA	Unknown
MSX1	DKK1	Repression
MSX1	DLK1	Activation
MSX1	HEY1	Activation
MSX1	NOTCH3	Activation
MSX1	ZHX2	Unknown
MSX2	ABCG2	Unknown
MSX2	BCL2	Repression
MSX2	BGLAP	Repression
MSX2	CDH2	Repression
MSX2	IBSP	Unknown
MSX2	NKX3-1	Activation
MSX2	SOD1	Activation
MTA1	ALOX15	Unknown
MTA1	ARNTL	Activation
MTA1	BCAS3	Activation
MTA1	BCL2L1	Activation
MTA1	BRCA1	Unknown
MTA1	CDH1	Repression
MTA1	CDKN2A	Activation
MTA1	EGFR	Activation
MTA1	EPHA2	Repression
MTA1	ESR1	Unknown
MTA1	HDAC1	Unknown
MTA1	ITGB3BP	Unknown
MTA1	MMP9	Unknown
MTA1	MNAT1	Unknown
MTA1	MTA3	Repression
MTA1	MYC	Unknown
MTA1	NOS2	Activation
MTA1	PTEN	Repression
MTA1	RNF144A	Repression
MTA1	SMAD7	Repression
MTA1	SNAI1	Activation
MTA1	SNAI2	Activation
MTA1	SUMO2	Activation
MTA1	TFF1	Unknown
MTA2	CDH1	Repression
MTA2	FSHR	Repression
MTA3	CGB5	Repression
MTA3	SNAI1	Repression
MTF1	ACO1	Unknown
MTF1	GCLC	Activation
MTF1	MCAT	Activation
MTF1	PGF	Unknown
MTF1	PRNP	Activation
MTF1	SNCB	Unknown
MTF1	SOD1	Activation
MXD1	ODC1	Unknown
MXD1	PTEN	Repression
MXD1	TERT	Unknown
MXD4	ODC1	Unknown
MZF1	PADI1	Activation
MXI1	MYC	Repression
MXI1	MYCN	Unknown
MYB	ANPEP	Unknown
MYB	BCL2	Unknown
MYB	CCNA1	Unknown
MYB	CD34	Unknown
MYB	CD4	Unknown
MYB	CDO1	Activation
MYB	CEBPA	Unknown
MYB	CLEC4G	Activation
MYB	COL1A1	Unknown
MYB	COL1A2	Activation
MYB	CSF3R	Repression
MYB	CTSG	Unknown
MYB	DHRS2	Unknown
MYB	ELANE	Unknown
MYB	ERBB2	Unknown
MYB	GATA3	Unknown
MYB	GSTM1	Unknown
MYB	HRH1	Unknown
MYB	ICAM1	Repression
MYB	IL15	Activation
MYB	IL7	Activation
MYB	KLF1	Activation
MYB	LCK	Unknown
MYB	LMO2	Activation
MYB	MAT2A	Unknown
MYB	MYB	Unknown
MYB	MYC	Unknown
MYB	MZF1	Unknown
MYB	NMU	Unknown
MYB	NR3C1	Unknown
MYB	PDCD4	Unknown
MYB	RAG2	Unknown
MYB	SIM2	Unknown
MYB	SP3	Unknown
MYB	TK1	Unknown
MYB	WAS	Unknown
MYB	WT1	Unknown
MYBBP1A	SFTPB	Unknown
MYBL1	DHRS2	Unknown
MYBL1	NCL	Unknown
MYBL2	CCNA1	Unknown
MYBL2	CCND1	Unknown
MYBL2	COL1A1	Unknown
MYBL2	MYBL2	Unknown
MYBL2	MYC	Activation
MYBL2	NCL	Unknown
MYBL2	PSG1	Unknown
MYBL2	SP1	Unknown
MYC	ASS1	Activation
MYC	ATF3	Unknown
MYC	AXIN2	Unknown
MYC	BAG2	Unknown
MYC	BCL2	Unknown
MYC	BMI1	Activation
MYC	BRD7	Repression
MYC	CAD	Unknown
MYC	CBFB	Unknown
MYC	CCNA2	Unknown
MYC	CCNB1	Unknown
MYC	CCND1	Activation
MYC	CCND2	Activation
MYC	CCNE1	Activation
MYC	PROM1	Unknown
MYC	CD33	Repression
MYC	CD38	Activation
MYC	CDC25C	Unknown
MYC	CDC34	Activation
MYC	CDCA7	Unknown
MYC	CDH3	Unknown
MYC	CDK2	Unknown
MYC	CDK4	Activation
MYC	CDK6	Activation
MYC	CDKN1A	Unknown
MYC	CEBPA	Unknown
MYC	CFLAR	Repression
MYC	CHEK1	Activation
MYC	CHEK2	Activation
MYC	CREBBP	Unknown
MYC	CXCR4	Unknown
MYC	CYP3A4	Unknown
MYC	DDX18	Unknown
MYC	DKK1	Unknown
MYC	EBNA1BP2	Activation
MYC	EP300	Unknown
MYC	FASLG	Unknown
MYC	FMR1	Unknown
MYC	FOXM1	Unknown
MYC	FUT3	Activation
MYC	GATA1	Repression
MYC	GATA4	Activation
MYC	HDAC2	Activation
MYC	HLA-A	Activation
MYC	HLA-B	Activation
MYC	HLA-C	Activation
MYC	HLA-E	Activation
MYC	HLA-F	Unknown
MYC	HLA-G	Activation
MYC	HNRNPA1	Unknown
MYC	HNRNPA2B1	Unknown
MYC	HSPA4	Unknown
MYC	ID2	Unknown
MYC	IER3	Unknown
MYC	IFNA1	Repression
MYC	IGF2BP1	Activation
MYC	IL6	Unknown
MYC	IPO7	Activation
MYC	JUNB	Unknown
MYC	KRAS	Activation
MYC	LDHA	Activation
MYC	MAPK1	Unknown
MYC	MME	Activation
MYC	MST1	Unknown
MYC	MTDH	Unknown
MYC	NDRG1	Unknown
MYC	NFE2	Repression
MYC	NOL7	Activation
MYC	ODC1	Unknown
MYC	PCNA	Unknown
MYC	PGK1	Unknown
MYC	PMAIP1	Activation
MYC	PRDX3	Unknown
MYC	PRODH	Repression
MYC	PTBP1	Activation
MYC	RCC1	Unknown
MYC	SART3	Unknown
MYC	SFRP1	Repression
MYC	SHMT1	Unknown
MYC	SRSF1	Unknown
MYC	ST3GAL1	Activation
MYC	ST3GAL3	Activation
MYC	ST3GAL4	Activation
MYC	SURF1	Activation
MYC	SURF2	Activation
MYC	TERT	Activation
MYC	TFAM	Unknown
MYC	TFAP4	Activation
MYC	TFRC	Unknown
MYC	TLX1	Unknown
MYC	TNFRSF10B	Activation
MYC	TOP1MT	Unknown
MYC	TP53	Unknown
MYC	TP73	Activation
MYC	UBE2C	Unknown
MYC	VEGFA	Activation
MYC	WRN	Unknown
MYC	XPO1	Activation
MYCN	ABCB1	Repression
MYCN	ABCC1	Unknown
MYCN	BAX	Activation
MYCN	BIRC5	Activation
MYCN	BMI1	Activation
MYCN	CD44	Activation
MYCN	CDKN1A	Activation
MYCN	CDKN1B	Unknown
MYCN	CIITA	Repression
MYCN	CLU	Repression
MYCN	CTSD	Activation
MYCN	DDB1	Unknown
MYCN	DKK3	Repression
MYCN	EFNB3	Activation
MYCN	GRHL1	Repression
MYCN	HDAC2	Activation
MYCN	HLA-A	Unknown
MYCN	HLA-B	Unknown
MYCN	HLA-C	Unknown
MYCN	HLA-E	Unknown
MYCN	HLA-F	Unknown
MYCN	HLA-G	Unknown
MYCN	HMGA1	Unknown
MYCN	ID2	Unknown
MYCN	IFNG	Unknown
MYCN	LRRN3	Repression
MYCN	MCM10	Activation
MYCN	MCM2	Activation
MYCN	MCM3	Activation
MYCN	MCM4	Activation
MYCN	MCM5	Activation
MYCN	MCM6	Activation
MYCN	MCM7	Unknown
MYCN	MCM8	Activation
MYCN	MDM2	Unknown
MYCN	MIR202	Unknown
MYCN	MXI1	Repression
MYCN	MYBL2	Activation
MYCN	NDRG1	Unknown
MYCN	NES	Activation
MYCN	NGFR	Repression
MYCN	NTRK1	Repression
MYCN	SKP2	Repression
MYCN	TP53	Repression
MYCN	TP53INP1	Repression
MYF6	ACACB	Unknown
MYOCD	ACTG2	Activation
MYOD1	ACACB	Unknown
MYOD1	HBEGF	Activation
MYOD1	SLC9A2	Unknown
MYOG	ACACB	Unknown
MYOG	MYEF2	Activation
MZF1	BLMH	Activation
MZF1	CD34	Unknown
MZF1	CDH2	Unknown
MZF1	MMP2	Repression
MZF1	PIK3R3	Unknown
MZF1	TERT	Repression
NAB1	MSLN	Unknown
NAB2	BCAR1	Activation
NAB2	RBL2	Activation
NANOG	AFP	Repression
NANOG	CCND1	Unknown
NANOG	CDC25A	Unknown
NANOG	CDK6	Unknown
NANOG	CDX2	Repression
NANOG	CGA	Repression
NANOG	DKK1	Unknown
NANOG	FGF4	Activation
NANOG	KDR	Activation
NANOG	GATA2	Repression
NANOG	GATA4	Repression
NANOG	GATA6	Repression
NANOG	GDF3	Unknown
NANOG	KLF2	Activation
NANOG	L1TD1	Unknown
NANOG	LAMB1	Repression
NANOG	LXN	Repression
NANOG	MTF2	Activation
NANOG	NODAL	Unknown
NANOG	POU5F1	Activation
NANOG	SEMA6A	Unknown
NANOG	SOX1	Activation
NANOG	YES1	Activation
NCOA1	CDKN1A	Activation
NCOA1	EPO	Activation
NCOA2	AR	Repression
NCOA3	BCL2	Activation
NCOA3	BRCA1	Unknown
NCOA3	EPO	Activation
NCOA3	ERBB2	Unknown
NCOA3	MMP10	Activation
NCOA3	MMP7	Activation
NCOA3	PLAC1	Unknown
NCOA4	AR	Unknown
NCOA4	KLK3	Activation
NCOA4	TFF1	Unknown
NCOA6	CYP2C9	Unknown
NCOA6	CYP3A4	Unknown
NCOA6	FOS	Activation
NCOA6	HSF1	Activation
NCOR1	AR	Unknown
NCOR1	ESR1	Repression
NCOR1	G0S2	Repression
NCOR1	IGF1	Unknown
NCOR1	IGFBP3	Repression
NCOR1	PPARG	Repression
NCOR1	SNAI2	Repression
NCOR2	AR	Unknown
NCOR2	IGF1	Unknown
NCOR2	MYCN	Unknown
NCOR2	NR1I2	Unknown
NCOR2	PCK2	Unknown
NEAT1	CXCL8	Repression
NELFB	TFF1	Unknown
NELFCD	CCND1	Repression
NELFCD	CDKN1A	Activation
NELFCD	CTNNB1	Repression
NEUROD1	INS	Activation
NEUROG3	NEUROD1	Activation
NEUROG3	VSX2	Activation
NF1	AFP	Repression
NF1	DDB1	Unknown
NF1	DDB2	Unknown
NF1	FOS	Activation
NF1	GNRH1	Unknown
NF1	HSD11B2	Unknown
NF1	MBP	Unknown
NF1	MSH2	Unknown
NF1	MYC	Activation
NF1	PLAT	Repression
NF1	PPP2R2D	Unknown
NF1	SFTPB	Unknown
NF1	SP3	Unknown
NF1	TP53	Activation
NFAT5	CCL2	Repression
NFAT5	CYP3A7	Unknown
NFAT5	LTB	Unknown
NFAT5	TNF	Unknown
NFATC1	CD3G	Repression
NFATC1	CYP2E1	Activation
NFATC1	EGR3	Activation
NFATC1	ICAM1	Activation
NFATC1	IFNG	Activation
NFATC1	IL2	Activation
NFATC1	SP1	Repression
NFATC2	CD3G	Repression
NFATC2	EGR3	Activation
NFATC2	ENPP2	Unknown
NFATC2	FOXP3	Activation
NFATC2	IFNG	Activation
NFATC2	MDM2	Activation
NFATC2	TERT	Unknown
NFATC3	CTSD	Activation
NFATC3	TFF1	Activation
